Eingangstür	ˈa ɪ̯ n ɡ a ŋ s ˌt yː ɐ̯
eingeben	ˈʔ a ɪ̯ n ɡ eː b m̩
eingeben	ˈʔ a ɪ̯ n ɡ eː b ə n
eingebläut	ˈa ɪ̯ n . ɡ ə . b l ɔ ɪ̯ t
eingebleut	ˈa ɪ̯ n . ɡ ə . b l ɔ ɪ̯ t
Eingeborene	ˈa ɪ̯ n ɡ ə ˌb oː ʁ ə n ə
Eingeborener	ˈa ɪ̯ n ɡ ə ˌb oː ʁ ə n ɐ
Eingebung	ˈa ɪ̯ n ˌɡ eː b ʊ ŋ
eingebürgert	ˈa ɪ̯ n ɡ ə ˌb ʏ ʁ ɡ ɐ t
eingebürgerter	ˈa ɪ̯ n ɡ ə ˌb ʏ ʁ ɡ ɐ t ɐ
ebender	ˈeː b n̩ d eː ɐ̯
ebendie	ˈeː b n̩ d iː
ebendieser	ˈeː b n̩ ˌd iː z ɐ
ebendieser	ˌeː b n̩ ˈd iː z ɐ
Ebene	ˈʔ eː b ə n ə
ebenfalls	ˈeː b n̩ f a l s
Ebenholz	ˈeː b ə n h ɔ l t s
ebenjener	ˈeː b n̩ ˌj eː n ɐ
ebenso	ˈeː b ə n z oː
ebent	ˈeː b ɛ n t
Eber	ˈeː b ɐ
Ebern	ˈeː b ɐ n
Ebro	ˈeː b ʁ o
echauffieren	e ʃ o ˈf iː ʁ ə n
Echo	ˈɛ ç o
Echse	ˈɛ k s ə
echt	ɛ ç t
Echtheit	ˈɛ ç t h a ɪ̯ t
Eck	ɛ k
Eckball	ˈɛ k ˌb a l
Eckchen	ˈɛ k ç ə n
Eckchens	ˈɛ k ç ə n s
Ecke	ˈɛ k ə
Ecken	ˈʔ ɛ k ŋ̩
Ecken	ˈʔ ɛ k ə n
Ecker	ˈɛ k ɐ
Eckert	ˈɛ k ɐ t
Ecklädchen	ˈɛ k ˌl ɛː t ç ə n
Eckladen	ˈɛ k ˌl aː d ə n
Eckläden	ˈɛ k ˌl ɛː d ə n
Eckladens	ˈɛ k ˌl aː d ə n s
Ecklädlein	ˈɛ k ˌl ɛː t l a ɪ n
Eckpfeiler	ˈɛ k ˌp f a ɪ̯ l ɐ
Eckpunkt	ˈɛ k ˌp ʊ ŋ k t
Eckpunktepapier	ˈɛ k ˌp ʊ ŋ k t ə p a ˌp iː ɐ̯
Eckpunktepapiere	ˈɛ k ˌp ʊ ŋ k t ə p a ˌp iː ʁ ə
Eckpunktepapieren	ˈɛ k ˌp ʊ ŋ k t ə p a ˌp iː ʁ ə n
Eckpunktepapieres	ˈɛ k ˌp ʊ ŋ k t ə p a ˌp iː ʁ ə s
Eckpunktepapiers	ˈɛ k ˌp ʊ ŋ k t ə p a ˌp iː ɐ̯ s
Eckpunkts	ˈɛ k ˌp ʊ ŋ k t͡s
Eckstein	ˈɛ k ˌʃ t a ɪ̯ n
Eckstoß	ˈɛ k ˌʃ t oː s
Ecktisch	ˈɛ k ˌt ɪ ʃ
Eckwert	ˈɛ k v eː ɐ̯ t
Eckzähne	ˈɛ k ˌt͡s ɛː n ə
Ecstasy	ˈɛ k s t ə z i
Ecuador	e k u̯ a ˈd oː ɐ̯
Edamame	ˌeː d a ˈm aː m ə
edel	ˈʔ eː d l̩
edel	ˈʔ eː d ə l
Edelfäule	ˈeː d l̩ ˌf ɔ ɪ̯ l ə
Edelmann	ˈeː d l̩ ˌm a n
Edelmetall	ˈeː d l̩ m e ˌt a l
Edelmut	ˈeː d l̩ ˌm uː t
Edelstahl	ˈeː d ə l ˌʃ t aː l
edelstahlartig	ˈeː d l̩ ʃ t aː l ˌʔ aː ɐ̯ t ɪ ç
Edelsteinschleifer	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l a ɪ̯ f ɐ
Edelsteinschleifers	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l a ɪ̯ f ɐ s
Edelsteinschliff	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l ɪ f
Edelsteinschliffe	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l ɪ f ə
Edelsteinschliffen	ˈeː d l̩ ʃ t a ɪ̯ n ˌʃ l ɪ f n̩
Edelsteinschliffes	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l ɪ f ə s
Edelsteinschliffs	ˈeː d ə l ʃ t a ɪ̯ n ˌʃ l ɪ f s
edelsüß	ˈeː d l̩ ˌz yː s
Edeltanne	ˈeː d l̩ ˌt a n ə
Eden	ˈeː d ə n
Eder	ˈeː d ɐ
Edgar	ˈɛ t . ɡ aː ɐ̯
Edgars	ˈɛ t . ɡ aː ɐ̯ s
edieren	e ˈd iː ʁ ə n
Editor	ˈeː d i t oː ɐ̯
Editor	e ˈd iː t oː ɐ̯
Editor	ˈɛ d ɪ t ɐ̯
Editor	ˈe d i t o ɐ̯
Eduard	ˈeː ˌd u̯ aː r t
Efeu	ˈeː f ɔ ʏ̯
Effekt	ɛ ˈf ɛ k t
effektiv	ɛ f ɛ k ˈt iː f
EG	e ˈɡ eː
egal	e ˈɡ aː l
egalitär	ˌe ɡ a l i ˈt ɛː ɐ̯
Egalität	e ɡ a l i ˈt ɛː t
Egeln	ˈeː ɡ l̩ n
Egge	ˈɛ ɡ ə
eggen	ˈɛ ɡ ə n
Egoismus	e ɡ o ˈɪ s m ʊ s
Egoist	e ɡ o ˈɪ s t
eh	ʔ eː
Ehe	ˈeː ə
ehe	ˈʔ eː ə
Eheauflösung	ˈeː ə . ˌa ʊ̯ f l øː z ʊ ŋ
Ehebrecher	ˈeː ə ˌb ʁ ɛ ç ɐ
Ehebrecherin	ˈeː ə ˌb ʁ ɛ ç ə ʁ ɪ n
ehebrecherisch	ˈeː ə ˌb ʁ ɛ ç ə ʁ ɪ ʃ
Ehebruch	ˈeː ə ˌb ʁ ʊ x
ehedem	eː ə ˈd eː m
Ehefrau	ˈeː ə ˌf ʁ a ʊ̯
Ehefrauchen	ˈeː ə ˌf ʁ a ʊ̯ ç ə n
Ehefrauen	ˈeː ə ˌf ʁ a ʊ̯ ə n
Ehegatte	ˈeː ə ɡ a t ə
Ehegattin	ˈeː ə ˌɡ a t ɪ n
Ehegespons	ˈeː ə ɡ ə ˌʃ p ɔ n s
Eheleute	ˈeː ə ˌl ɔ ɪ̯ t ə
ehelich	ˈeː ə l ɪ ç
ehelichen	ˈeː ə l ɪ ç n̩
ehemalig	ˈeː ə ˌm aː l ɪ ç
ehemalig	ˈeː ə ˌm aː l ɪ k
ehemals	ˈʔ eː ə m aː l s
Ehemann	ˈeː ə ˌm a n
Ehemännchen	ˈeː ə ˌm ɛ n ç ə n
Ehemänner	ˈeː ə ˌm ɛ n ɐ
Ehemännlein	ˈeː ə ˌm ɛ n l a ɪ̯ n
eher	ˈeː ə ʁ
Ehering	ˈeː . ə ˌr ɪ ŋ
ehern	ˈeː . ə r n
Ehescheidung	ˈeː ə ˌʃ a ɪ̯ d ʊ ŋ
Ehestand	ˈeː ə ˌʃ t a n t
Eheweib	ˈeː ə ˌv a ɪ̯ p
Ehr	eː ɐ̯
ehrbar	ˈeː ɐ̯ b aː ɐ̯
Ehrbarkeit	ˈeː ɐ̯ b aː ɐ̯ k a ɪ̯ t
Ehre	ˈeː ʁ ə
Ehren	ˈeː r ə n
ehren	ˈeː ʁ ə n
Ehrenamt	ˈeː ʁ ə n ˌʔ a m t
Ehrendoktor	ˈeː ʁ ə n ˌd ɔ k t oː ɐ̯
Ehrengast	ˈeː ʁ ə n ˌɡ a s t
Ehrenmitgliedschaft	ˈʔ eː ʁ ə n ˌm ɪ t ɡ l iː t ʃ a f t
Ehrenmitgliedschaft	ˈʔ eː ɐ̯ n ˌm ɪ t ɡ l iː t ʃ a f t
Ehrenmord	ˈeː ʁ ə n ˌm ɔ ʁ t
ehrenrührig	ˈeː ʁ ə n ˌʁ yː ʁ ɪ ç
Ehrenschutz	ˈeː r ə n ʃ ʊ t s
ehrenvoll	ˈeː ʁ ə n ˌf ɔ l
ehrenwert	ˈeː ʁ ə n ˌv eː ɐ̯ t
Ehrenwort	ˈeː r ə n v ɔ r t
ehrerbietig	ˈeː ɐ̯ ʔ ɛ ɐ̯ ˌb iː t ɪ ç
Ehrfurcht	ˈeː ɐ̯ ˌf ʊ ʁ ç t
ehrfürchtig	ˈeː ɐ̯ ˌf ʏ ʁ ç t ɪ ç
ehrfürchtig	ˈeː ɐ̯ ˌf ʏ ʁ ç t ɪ k
ehrgeizig	ˈeː ɐ̯ ˌɡ a ɪ̯ t͡s ɪ ç
ehrgeizig	ˈeː ɐ̯ ˌɡ a ɪ̯ t͡s ɪ k
ehrlich	ˈʔ eː ɐ̯ l ɪ ç
Ehrlichkeit	ˈeː ɐ̯ l ɪ ç k a ɪ t
ehrlos	ˈeː ɐ̯ l oː s
Ehrlosigkeit	ˈeː ɐ̯ l oː s ɪ ç k a ɪ̯ t
ehrrührig	ˈeː ɐ̯ ˌʁ yː ʁ ɪ ç
ehrrührig	ˈeː ɐ̯ ˌʁ yː ʁ ɪ k
ehrwürdig	ˈeː ɐ̯ ˌv ʏ ʁ d ɪ ç
ehrwürdig	ˈeː ɐ̯ ˌv ʏ ʁ d ɪ k
Ehrwürdigkeit	ˈeː ɐ̯ ˌv ʏ ʁ d ɪ ç k a ɪ̯ t
Ei	a ɪ̯
Eibe	ˈa ɪ̯ b ə
eiben	a ɪ̯ b n̩
Eibenast	ˈa ɪ̯ b n̩ ˌa s t
Eibenästen	ˈa ɪ̯ b n̩ ˌɛ s t n̩
Eibisch	ˈa ɪ̯ b ɪ ʃ
eich	ʔ a ɪ̯ ç
Eiche	ˈa ɪ̯ ç ə
Eichel	ˈa ɪ̯ ç l̩
Eichelhäher	ˈʔ a ɪ̯ . ç ə l . h ɛː . ɐ
Eichelhäher	ˈʔ a ɪ̯ . ç ə l . h eː . ɐ
Eichelhähers	ˈʔ a ɪ̯ . ç ə l . h ɛː . ɐ s
Eichen	ˈa ɪ̯ . ç ə n
Eichen	ˈa ɪ̯ . ç ə n
Eichenbaum	ˈa ɪ̯ ç n̩ ˌb a ʊ̯ m
Eichenholz	ˈa ɪ̯ ç n̩ ˌh ɔ l t͡s
Eichenlaub	ˈa ɪ̯ ç n̩ ˌl a ʊ̯ b
Eichhorn	ˈa ɪ̯ ç . h ɔ ʁ n
Eichhörnchen	ˈa ɪ̯ ç ˌh œ ʁ n ç ə n
Eichkatze	ˈa ɪ ç ˌk a t s ə
Eid	a ɪ̯ t
Eidam	ˈa ɪ̯ d a m
Eidbruch	ˈa ɪ̯ t ˌb ʁ ʊ x
Eidechse	ˈa ɪ̯ d ɛ k s ə
Eider	ˈa ɪ̯ d ə r
Eiderente	ˈa ɪ̯ d ɐ ˌʔ ɛ n t ə
Eidgenossenschaft	ˈa i t ɡ ə ˌn ɔ s n̩ ʃ a f t
Eidgenossin	ˈa ɪ t ɡ ə ˌn ɔ s ɪ n
Eidgenössin	ˈa ɪ t ɡ ə ˌn œ s ɪ n
Eier	ˈa ɪ̯ ɐ
Eierbecher	ˈa j ɐ ˌb ɛ ç ɐ
Eierfrucht	ˈa ɪ̯ ɐ ˌf ʁ ʊ x t
Eierklar	ˈa ɪ ɐ ˌk l aː ɐ̯
Eierkuchen	ˈa ɪ̯ ə r ˌk uː x ə n
Eierkühlhaus	ˈa ɪ̯ ɐ k yː l ˌh a ʊ̯ s
eierlegend	ˈa ɪ̯ ɐ ˌl eː ɡ ə n t
Eierlöffel	ˈa ɪ̯ ɐ l œ f l̩
eiern	ˈʔ a ɪ̯ ɐ n
Eierpflaume	ˈa ɪ̯ ɐ ˌp f l a ʊ̯ m ə
Eierschalensollbruchstellenverursacher	ˌa ɪ̯ . ɐ ˌʃ aː . l ə n ˌz ɔ l . b r ʊ x ˌʃ t ɛ . l ə n ˌf ɛ ɐ̯ ˈuː ɐ̯ ˌz a . x ɐ
Eierschalensollbruchstellenverursachern	ˌa ɪ̯ . ɐ ˌʃ aː . l ə n ˌz ɔ l . b r ʊ x ˌʃ t ɛ . l ə n ˌf ɛ ɐ̯ ˈuː ɐ̯ ˌz a . x ɐ n
Eierschalensollbruchstellenverursachers	ˌa ɪ̯ . ɐ ˌʃ aː . l ə n ˌz ɔ l . b r ʊ x ˌʃ t ɛ . l ə n ˌf ɛ ɐ̯ ˈuː ɐ̯ ˌz a . x ɐ s
Eierspeise	ˈa ɪ̯ ɐ ˌʃ p a ɪ̯ z ə
Eierspeise	ˈa ɛ̯ ɐ ˌʃ b̥ a ɛ̯ z̥ ɛ
Eierspeise	ˈa ɛ̯ ɐ ˌʃ b̥ a ɛ̯ s ɛ
Eiertanz	ˈa ɪ̯ ə r t a n t͡s
Eieruhr	ˈa ɪ̯ ɐ ʔ uː ɐ̯
Eifer	ˈa ɪ̯ f ə r
Eiferin	ˈa ɪ̯ f ə ʁ ɪ n
Eifersucht	ˈʔ a ɪ̯ f ɐ z ʊ x t
eifersüchtig	ˈa ɪ̯ f ɐ ˌz ʏ ç t ɪ ç
eiförmig	ˈa ɪ̯ ˌf œ ʁ m ɪ ç
eifrig	ˈa ɪ̯ f ʁ ɪ ç
eifrig	ˈa ɪ̯ f ʁ ɪ k
Eigelb	ˈa ɪ̯ ɡ ɛ l p
eigen	ˈa ɪ̯ ɡ ə n
Eigenart	ˈa ɪ̯ ɡ n̩ ʔ aː ɐ̯ t
Eigenarten	ˈa ɪ̯ ɡ n̩ ʔ aː ɐ̯ t n̩
eigenartig	ˈa ɪ̯ ɡ n̩ ˌʔ aː ɐ̯ t ɪ ç
eigenartig	ˈa ɪ̯ ɡ n̩ ˌʔ aː ɐ̯ t ɪ k
eigenartigerweise	ˈa ɪ̯ ɡ n̩ ʔ aː ɐ̯ t ɪ ɡ ɐ ˌv a ɪ̯ z ə
Eigenartigkeit	ˈa ɪ̯ ɡ n̩ ʔ aː ɐ̯ t ɪ ç k a ɪ̯ t
Eigenartigkeiten	ˈa ɪ̯ ɡ n̩ ʔ aː ɐ̯ t ɪ ç k a ɪ̯ t n̩
Eigenbeschuss	ˈa ɪ̯ ɡ n̩ b ə ʃ ʊ s
Eigenbrötler	ˈa ɪ̯ ɡ n̩ ˌb ʁ øː t l ɐ
Eigenfunktionen	ˈa ɪ̯ ɡ ŋ̩ f ʊ ŋ k ˌt͡s i̯ oː n ə n
eigenhändig	ˈa ɪ̯ ɡ n̩ ˌh ɛ n d ɪ ç
Eigenheit	ˈa ɪ̯ ɡ ə n h a ɪ̯ t
Eigeninteresse	ˈa ɪ̯ ɡ n̩ ʔ ɪ n t ə ˌʁ ɛ s ə
eigenmächtig	ˈa ɪ̯ ɡ n̩ ˌm ɛ ç t ɪ ç
eigennützig	ˈa ɪ̯ ɡ n̩ ˌn ʏ t͡s ɪ ç
eigens	a ɪ̯ ɡ ə n s
Eigenschaft	ˈʔ a ɪ̯ ɡ n̩ ʃ a f t
Eigenschaftswort	ˈa ɪ̯ ɡ n̩ ʃ a f t͡s ˌv ɔ ʁ t
Eigensinn	ˈa ɪ̯ ɡ n̩ z ɪ n
eigensinnig	ˈa ɪ̯ ɡ n̩ ˌz ɪ n ɪ ç
eigenständig	ˈa ɪ̯ ɡ n̩ ˌʃ t ɛ n d ɪ ç
eigentlich	ˈa ɪ̯ ɡ ə n t l ɪ ç
eigentlich	ˈa ɪ̯ ŋ k l ɪ ç
eigentlich	ˈa ɪ̯ n t l ɪ ç
eigentlich	ˈa ɪ̯ ŋ ɪ ç
eigentlich	ˈa ŋ ɪ ç
eigentlich	ˈa ɪ̯ ŋ k l ɪ ç
eigentlich	ˈa ɪ̯ n t l ɪ ç
eigentlich	ˈa ɪ̯ ŋ ɪ ç
eigentlich	ˈa ŋ ɪ ç
Eigentum	ˈa ɪ ɡ ə n t uː m
Eigentümer	ˈa ɪ̯ ɡ ə n t yː m ɐ
eigentümlich	ˈa ɪ ɡ n̩ t yː m l ɪ ç
Eigentümlichkeit	ˈa ɪ ɡ n̩ t yː m l ɪ ç k a ɪ̯ t
Eigentums	ˈa ɪ ɡ ə n t uː m s
eigenwillig	ˈa ɪ̯ ɡ n̩ ˌv ɪ l ɪ ç
Eiklar	ˈa ɪ ˌk l aː ɐ̯
Eiland	ˈa ɪ̯ l a n t
eile	ˈʔ a ɪ̯ l ə
Eile	ˈa ɪ̯ l ə
eilig	ˈʔ a ɪ̯ l ɪ ç
eilig	ˈʔ a ɪ̯ l ɪ k
Eilmeldung	ˈa ɪ̯ l ˌm ɛ l d ʊ ŋ
Eimer	ˈʔ a ɪ̯ m ɐ
ein	a ɪ̯ n
ein	ə n
ein	n̩
ein	a ɪ̯ n
einander	a ɪ̯ ˈn a n d ɐ
einander	a ɪ̯ n ˈʔ a n d ɐ
einander	ə ˈn a n d ɐ
einarmig	ˈa ɪ̯ n ˌʔ a ʁ m ɪ ç
einarmig	ˈa ɪ̯ n ˌʔ a ʁ m ɪ k
einäschern	ˈa ɪ̯ n ˌʔ ɛ ʃ ɐ n
Einäscherung	ˈa ɪ̯ n ˌʔ ɛ ʃ ə ʁ ʊ ŋ
einatmen	ˈa ɪ̯ n ˌaː t m ə n
Einatmen	ˈa ɪ̯ n ˌaː t m ə n
einatmend	ˈa ɪ̯ n ˌaː t m ə n t
Einatmung	ˈa ɪ̯ n ˌaː t m ʊ ŋ
einäugig	ˈa ɪ̯ n ˌʔ ɔ ɪ̯ ɡ ɪ ç
einäugig	ˈa ɪ̯ n ˌʔ ɔ ɪ̯ ɡ ɪ k
Einband	ˈa ɪ̯ n ˌb a n t
einbauen	ˈa ɪ̯ n ˌb a ʊ̯ ə n
einbegreifen	ˈa ɪ̯ n b ə ˌɡ ʁ a ɪ̯ f n̩
einbeinig	ˈa ɪ̯ n ˌb a ɪ̯ n ɪ ç
einbeinig	ˈa ɪ̯ n ˌb a ɪ̯ n ɪ k
einberufen	ˈa ɪ̯ n b ə ˌʁ uː f n̩
Einberufung	ˈa ɪ̯ n b ə r uː f ʊ ŋ
Einberufungsbefehl	ˈa ɪ̯ n b ə r uː f ʊ ŋ s b ə f eː l
einbetten	ˈa ɪ̯ n ˌb ɛ t ə n
Einbettung	ˈa ɪ̯ n ˌb ɛ t ʊ ŋ
Einbildung	ˈa ɪ̯ n ˌb ɪ l d ʊ ŋ
Einbildungskraft	ˈa ɪ̯ n b ɪ l d ʊ ŋ s ˌk ʁ a f t
einbinden	ˈa ɪ̯ n ˌb ɪ n d n̩
einbinden	ˈa ɪ̯ n ˌb ɪ n d ə n
einbläuen	ˈa ɪ̯ n . b l ɔ ɪ̯ . ə n
Einblick	ˈʔ a ɪ̯ n b l ɪ k
Einblicke	ˈʔ a ɪ̯ n b l ɪ k ə
Einblickes	ˈʔ a ɪ̯ n b l ɪ k ə s
Einblicks	ˈʔ a ɪ̯ n b l ɪ k s
Einbrecher	ˈa ɪ̯ n ˌb ʁ ɛ ç ɐ
Einbrenn	ˈa ɪ̯ n ˌb ʁ ɛ n
Einbrenn	ˈa ɛ̯ n ˌb̥ ʁ ɛ n
einbrocken	ˈa ɪ̯ n ˌb ʁ ɔ k n̩
Einbruch	ˈa ɪ̯ n b ʁ ʊ x
Einbruchdiebstahl	ˈa ɪ̯ n b r ʊ x ˌd iː p ʃ t aː l
Einbuchtung	ˈa ɪ̯ n ˌb ʊ x t ʊ ŋ
einbürgern	ˈa ɪ̯ n ˌb ʏ ʁ ɡ ɐ n
Einbürgern	ˈa ɪ̯ n ˌb ʏ ʁ ɡ ɐ n
einbürgernd	ˈa ɪ̯ n ˌb ʏ ʁ ɡ ɐ n t
Einbürgerung	ˈa ɪ̯ n ˌb ʏ ʁ ɡ ə ʁ ʊ ŋ
einbüßen	ˈa ɪ̯ n ˌb yː s n̩
eindämmen	ˈa ɪ̯ n ˌd ɛ m ə n
eindämmern	ˈa ɪ̯ n ˌd ɛ m ɐ n
Eindämmung	ˈa ɪ̯ n ˌd ɛ m ʊ ŋ
Eindämmungsmaßnahme	ˈa ɪ̯ n ˌd ɛ m ʊ ŋ s ˌm aː s n aː m ə
Eindämmungsmaßnahmen	ˈa ɪ̯ n ˌd ɛ m ʊ ŋ s ˌm aː s n aː m ə n
Eindämmungspolitik	ˈa ɪ̯ n ˌd ɛ m ʊ ŋ s p o l i ˌt iː k
Eindämmungsprozess	ˈa ɪ̯ n d ɛ m ʊ ŋ s p ʁ o ˌt͡s ɛ s
eindosen	ˈa ɪ̯ n ˌd oː z ə n
eindringen	ˈa ɪ̯ n ˌd ʁ ɪ ŋ ə n
Eindruck	ˈa ɪ̯ n ˌd ʁ ʊ k
eindrucksvoll	ˈa ɪ̯ n d ʁ ʊ k s ˌf ɔ l
eine	ˈʔ a ɪ̯ n ə
eineiig	ˈa ɪ̯ n ˌa ɪ̯ . ɪ ç
eineindeutig	ˈa ɪ̯ n ˌʔ a ɪ̯ n d ɔ ɪ̯ t ɪ ç
eineinhalb	ˈa ɪ̯ n a ɪ̯ n ˌh a l p
einem	ˈa ɪ̯ n ə m
einen	ˈa ɪ̯ n ə n
eines	ˈa ɪ̯ n ə s
einfach	ˈʔ a ɪ̯ n f a x
einfacher	ˈʔ a ɪ̯ n f a x ɐ
Einfachheit	ˈa ɪ̯ n f a x h a ɪ̯ t
einfachheitshalber	ˈa ɪ̯ n . f a x . h a ɪ̯ t͡s ˌh a l b ɐ
einfachsten	ˈʔ a ɪ̯ n f a x s t n̩
einfachsten	ˈʔ a ɪ̯ n f a x s t ə n
einfahren	ˈʔ a ɪ̯ n f aː ɐ̯ n
einfahren	ˈʔ a ɪ̯ n ˌf aː ʁ ə n
einfallen	ˈa ɪ̯ n ˌf a l ə n
einfallsreich	ˈa ɪ n f a l s ˌʁ a ɪ ç
Einfallstraße	ˈa ɪ̯ n f a l ˌʃ t ʁ aː s ə
Einfalt	ˈʔ a ɪ̯ n f a l t
Einfaltspinsel	ˈa ɪ̯ n f a l t͡s p ɪ n z l̩
Einfamilienhaus	ˈa ɪ̯ n f a m iː l i̯ ə n ˌh a ʊ̯ s
Einfamilienwohnhaus	ˈa ɪ̯ n f a ˌm iː l i̯ ə n ˌv oː n h a ʊ̯ s
einfangen	ˈa ɪ̯ n ˌf a ŋ ə n
einfärben	ˈa ɪ̯ n ˌf ɛ ʁ b ə n
Einfärben	ˈa ɪ̯ n ˌf ɛ ʁ b ə n
einfarbig	ˈa ɪ̯ n . ˌf a ʁ . b ɪ ç
Einfärbung	ˈa ɪ̯ n ˌf ɛ ʁ b ʊ ŋ
einfassen	ˈa ɪ̯ n ˌf a s n̩
einflechten	ˈa ɪ̯ n ˌf l ɛ ç t n̩
einfließen	ˈa ɪ̯ n ˌf l iː s n̩
Einfluss	ˈa ɪ̯ n ˌf l ʊ s
Einflussbereich	ˈa ɪ̯ n f l ʊ s b ə ˌʁ a ɪ̯ ç
Einflussbereiche	ˈa ɪ̯ n f l ʊ s b ə ˌʁ a ɪ̯ ç ə
Einflussbereiches	ˈa ɪ̯ n f l ʊ s b ə ˌʁ a ɪ̯ ç ə s
Einflussbereichs	ˈa ɪ̯ n f l ʊ s b ə ˌʁ a ɪ̯ ç s
Einflussfaktor	ˈa ɪ̯ n f l ʊ s f a k t oː ɐ̯
einflusslos	ˈa ɪ̯ n f l ʊ s ˌl oː s
Einflusslosigkeit	ˈa ɪ̯ n f l ʊ s l oː z ɪ ç k a ɪ t
einflussreich	ˈa ɪ n f l ʊ s ʁ a ɪ ç
einfrieden	ˈa ɪ̯ n ˌf f ʁ iː d n̩
Einfriedung	ˈa ɪ̯ n ˌf ʁ iː d ʊ ŋ
einfrieren	ˈʔ a ɪ̯ n f ʁ iː ɐ̯ n
einfrieren	ˈʔ a ɪ̯ n f ʁ iː ʁ ə n
einfügen	ˈa ɪ̯ n ˌf yː ɡ ə n
einfühlen	ˈa ɪ̯ n ˌf yː l ə n
einfühlsam	ˈa ɪ̯ n f yː l z aː m
einfühlsam	ˈa ɪ̯ n f yː l z a m
Einfuhr	ˈa ɪ̯ n f uː ɐ̯
Einführung	ˈa ɪ̯ n ˌf yː ʀ ʊ ŋ
einfüßig	ˈa ɪ̯ n ˌf yː s ɪ ç
Einfüßigkeit	ˈa ɪ̯ n f yː s ɪ ç ˌk a ɪ̯ t
Eingabe	ˈa ɪ̯ n ˌɡ aː b ə
Eingang	ˈʔ a ɪ̯ n ˌɡ a ŋ
eingängig	ˈa ɪ̯ n ˌɡ ɛ ŋ ɪ ç
eingängig	ˈa ɪ̯ n ˌɡ ɛ ŋ ɪ k
Eingangshalle	ˈa ɪ̯ n ɡ a ŋ s ˌh a l ə
Eingangstür	ˈa ɪ̯ n ɡ a ŋ s ˌt yː ɐ̯
eingeben	ˈʔ a ɪ̯ n ɡ eː b m̩
eingeben	ˈʔ a ɪ̯ n ɡ eː b ə n
eingebläut	ˈa ɪ̯ n . ɡ ə . b l ɔ ɪ̯ t
eingebleut	ˈa ɪ̯ n . ɡ ə . b l ɔ ɪ̯ t
Eingeborene	ˈa ɪ̯ n ɡ ə ˌb oː ʁ ə n ə
Eingeborener	ˈa ɪ̯ n ɡ ə ˌb oː ʁ ə n ɐ
Eingebung	ˈa ɪ̯ n ˌɡ eː b ʊ ŋ
eingebürgert	ˈa ɪ̯ n ɡ ə ˌb ʏ ʁ ɡ ɐ t
eingebürgerter	ˈa ɪ̯ n ɡ ə ˌb ʏ ʁ ɡ ɐ t ɐ
eingedeutscht	ˈa ɪ̯ n ɡ ə ˌd ɔ ɪ̯ t ʃ t
eingehen	ˈa ɪ̯ n ˌɡ eː ə n
eingerostet	ˈʔ a ɪ̯ n ɡ ə ˌʁ ɔ s t ə t
eingeschlechtig	ˈa ɪ̯ n ɡ ə ˌʃ l ɛ ç t ɪ ç
Eingeweide	ˈa ɪ̯ n ɡ ə v a ɪ̯ d ə
eingleisig	ˈa ɪ̯ n ˌɡ l a ɪ̯ z ɪ ç
eingleisig	ˈa ɪ̯ n ˌɡ l a ɪ̯ z ɪ k
eingliedern	ˈa ɪ̯ n ˌɡ l iː d ɐ n
eingreifen	ˈa ɪ̯ n ˌɡ ʁ a ɪ̯ f ə n
Eingreiftruppe	ˈa ɪ̯ n ɡ ʁ a ɪ̯ f ˌt ʁ ʊ p ə
Eingreiftruppen	ˈˈa ɪ̯ n ɡ ʁ a ɪ̯ f ˌt ʀ ʊ p n̩
Eingriff	ˈa ɪ̯ n ɡ ʁ ɪ f
Einguss	ˈa ɪ̯ n ˌɡ ʊ s
Einhalt	ˈa ɪ̯ n h a l t
Einhaltung	ˈa ɪ̯ n ˌh a l . t ʊ ŋ
einhämmern	ˈa ɪ̯ n ˌh ɛ m ɐ n
einhauchen	ˈa ɪ̯ n ˌh a ʊ̯ x n̩
einheben	ˈa ɪ̯ n h eː b ə n
einheimisch	ˈa ɪ̯ n ˌh a ɪ̯ m ɪ ʃ
Einheimischer	ˈa ɪ̯ n ˌh a ɪ̯ m ɪ ʃ ɐ
einheimsen	ˈa ɪ̯ n h a ɪ̯ m z ə n
Einheit	ˈa ɪ̯ n h a ɪ̯ t
Einheiten	ˈa ɪ̯ n h a ɪ̯ t ə n
Einheitensystem	ˈʔ a ɪ̯ n h a ɪ̯ t n̩ z ʏ s ˌt eː m
einheitlicher	ˈʔ a ɪ̯ n h a ɪ̯ t l ɪ ç ɐ
Einheitlichkeit	ˈʔ a ɪ̯ n h a ɪ̯ t l ɪ ç k a ɪ̯ t
Einheitsbrei	ˈa ɪ̯ n h a ɪ̯ t͡s ˌb ʁ a ɪ̯
Einheitspartei	ˈa ɪ̯ n h a ɪ̯ t s p a ʁ ˌt a ɪ̯
einhellig	ˈa ɪ̯ n ˌh ɛ l ɪ ç
einhellig	ˈa ɪ̯ n ˌh ɛ l ɪ k
einher	a ɪ̯ n ˈh eː ɐ̯
